"longitude","latitude","time","value"
139.875,-37.125,12784,3.94696593284607
-72.125,-36.875,12784,4.04201507568359
-71.875,-36.875,12784,3.09612798690796
-71.625,-36.875,12784,4.2911491394043
-71.375,-36.875,12784,7.30273294448853
-71.125,-36.875,12784,6.74522256851196
-70.875,-36.875,12784,3.32610297203064
-70.625,-36.875,12784,3.8652560710907
-70.375,-36.875,12784,4.86242294311523
-70.125,-36.875,12784,2.22286319732666
-60.625,-36.875,12784,1.0634833574295
139.875,-36.875,12784,2.94585776329041
-72.125,-36.625,12784,0.563590526580811
-71.875,-36.625,12784,1.87410843372345
-71.625,-36.625,12784,1.77333557605743
-71.375,-36.625,12784,2.18491888046265
-71.125,-36.625,12784,2.41987705230713
-70.875,-36.625,12784,3.89324188232422
-70.625,-36.625,12784,5.73263502120972
-70.375,-36.625,12784,9.42564964294434
-70.125,-36.625,12784,5.53222846984863
-69.875,-36.625,12784,1.57653415203094
-69.625,-36.625,12784,0.0586575157940388
-68.875,-36.625,12784,0.181560605764389
-60.875,-36.625,12784,0.350161194801331
139.875,-36.625,12784,0.400729835033417
-71.875,-36.375,12784,0.254134297370911
-71.625,-36.375,12784,1.47626805305481
-71.375,-36.375,12784,1.04985594749451
-71.125,-36.375,12784,3.02550745010376
-70.875,-36.375,12784,3.88399791717529
-70.625,-36.375,12784,5.29695320129395
-70.375,-36.375,12784,6.7183780670166
-70.125,-36.375,12784,5.36528205871582
-69.875,-36.375,12784,3.43953800201416
-57.375,-36.375,12784,0.0646325051784515
-71.875,-36.125,12784,0.112827837467194
-71.625,-36.125,12784,1.0216578245163
-71.375,-36.125,12784,1.63407969474792
-71.125,-36.125,12784,5.23554134368896
-70.875,-36.125,12784,6.32558298110962
-70.625,-36.125,12784,6.55907392501831
-70.375,-36.125,12784,6.29562187194824
-70.125,-36.125,12784,7.16287708282471
-69.875,-36.125,12784,4.09354686737061
-68.375,-36.125,12784,0.116695262491703
-68.125,-36.125,12784,2.0674045085907
-67.875,-36.125,12784,2.3078453540802
-67.625,-36.125,12784,1.27701830863953
-67.375,-36.125,12784,0.627557754516602
-63.625,-36.125,12784,0.168041229248047
-63.375,-36.125,12784,0.473102688789368
-72.125,-35.875,12784,0.929313361644745
-71.875,-35.875,12784,0.207035019993782
-71.625,-35.875,12784,2.12693881988525
-71.375,-35.875,12784,0.257176756858826
-71.125,-35.875,12784,1.38881409168243
-70.875,-35.875,12784,4.84957790374756
-70.625,-35.875,12784,6.13560009002686
-70.375,-35.875,12784,6.94693565368652
-70.125,-35.875,12784,5.01156949996948
-69.875,-35.875,12784,2.76583790779114
-69.625,-35.875,12784,0.306201070547104
-69.125,-35.875,12784,0.204710468649864
-68.875,-35.875,12784,0.136350408196449
-68.375,-35.875,12784,0.579346597194672
-68.125,-35.875,12784,2.13132929801941
-67.875,-35.875,12784,2.92871785163879
-67.625,-35.875,12784,2.66082096099854
-67.375,-35.875,12784,1.76837301254272
-67.125,-35.875,12784,0.425697714090347
-66.875,-35.875,12784,0.0651654750108719
-63.625,-35.875,12784,1.28608179092407
-63.375,-35.875,12784,1.69211149215698
-71.625,-35.625,12784,0.316758513450623
-71.375,-35.625,12784,1.31223285198212
-70.875,-35.625,12784,2.92225670814514
-70.625,-35.625,12784,8.25461483001709
-70.375,-35.625,12784,8.70596408843994
-70.125,-35.625,12784,5.78830099105835
-69.875,-35.625,12784,4.03761577606201
-69.625,-35.625,12784,0.747201561927795
-69.375,-35.625,12784,1.21918773651123
-69.125,-35.625,12784,0.0487275123596191
-68.875,-35.625,12784,0.460522294044495
-68.625,-35.625,12784,0.0594580173492432
-68.375,-35.625,12784,0.511424958705902
-68.125,-35.625,12784,2.83899474143982
-67.875,-35.625,12784,2.74032831192017
-67.625,-35.625,12784,2.17669820785522
-67.375,-35.625,12784,1.56617534160614
-67.125,-35.625,12784,1.70164251327515
-66.875,-35.625,12784,1.6889899969101
